0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
0.1_multiply_all_winning 0
0.1_sum_all_winning 0
0.1_sum_3_winning 0
0.1_desirability_winning 0
0.1_feasibility_winning 0
0.1_viability_winning 0
0.1_overall_winning 0
